,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
10,@BBC,Mon Mar 19 15:02:02 +0000 2018,'Flabbergasted'. ?This is the incredible moment when eight London teenagers heard a live opera singer for the first… https://t.co/jNki4Z61SE,0.0,0.0,1.0,0.0,11
11,@BBC,Mon Mar 19 14:30:08 +0000 2018,"Meet the dancing slum kids tipped for stardom by Rihanna ?
https://t.co/R61fzQGIzd https://t.co/wGcvBKmdaZ",0.0,0.0,1.0,0.0,12
12,@BBC,Mon Mar 19 13:44:55 +0000 2018,"RT @bbcgetinspired: The Nation's Billion Steps Challenge is here! ? 

Yesterday we did an amazing 431 million steps – can we do even better…",0.6588,0.212,0.788,0.0,13
13,@BBC,Mon Mar 19 13:03:04 +0000 2018,"? ""There's always that voice in the back of your head that says you're not good enough"". 

 ? @CarrieHFletcher on b… https://t.co/0AsBxFFiQA",-0.3412,0.0,0.888,0.112,14
14,@BBC,Mon Mar 19 12:55:17 +0000 2018,RT @BBCRadioScot: This must have been some buzz! ??? https://t.co/0gqtbQBN1i,0.0,0.0,1.0,0.0,15
15,@BBC,Mon Mar 19 12:30:05 +0000 2018,Where are the UK's youngest and oldest city populations? https://t.co/eIU7UzqHBS https://t.co/vdXMTDluuX,0.0,0.0,1.0,0.0,16
16,@BBC,Mon Mar 19 11:50:58 +0000 2018,RT @BBCSport: This 102-shot badminton rally will leave you exhausted... https://t.co/LFC4r4iwiz,-0.0516,0.0,0.893,0.107,17
17,@BBC,Mon Mar 19 11:33:04 +0000 2018,"Have you got a passion for plants? ?????

Test your knowledge of all things foliage in this quiz. ?… https://t.co/evogV5ljAc",0.4588,0.143,0.857,0.0,18
18,@BBC,Mon Mar 19 10:53:19 +0000 2018,"RT @BBCSport: ? The Commonwealth Games are almost upon us! ?

Scotland's Lynsey Sharp has given us the inside track on preparing for succes…",0.0,0.0,1.0,0.0,19
19,@BBC,Mon Mar 19 10:33:03 +0000 2018,The oldest dog that the Dogs Trust has ever looked after has been given a new home. ????https://t.co/h0WQHkfMEf https://t.co/ixb7gesOIj,0.5106,0.163,0.837,0.0,20
20,@BBC,Mon Mar 19 09:58:24 +0000 2018,"RT @BBCR1: Desperately searching for any signs of spring like... ?

#MondayMotivation https://t.co/9jo3h4C7bu",-0.3818,0.0,0.809,0.191,21
21,@BBC,Mon Mar 19 09:58:15 +0000 2018,"RT @BBCRadioWales: ?? Snowy Cardiff! ?? 

What’s it like for you?

#ButePark 
#Cardiff 
#MiniBeast
#Snow https://t.co/O8gY1qjHVE",0.4199,0.157,0.843,0.0,22
22,@BBC,Mon Mar 19 09:58:10 +0000 2018,"RT @BBCNews: Stem cell transplant ""game changer"" for MS patients https://t.co/BGWtdtXUAP",0.0,0.0,1.0,0.0,23
23,@BBC,Mon Mar 19 09:57:58 +0000 2018,RT @BBCBreakfast: Anyone want to play a game of spot Tracey's feet? Our floor manager Tracey had to dive behind the sofa to avoid being on…,0.128,0.133,0.789,0.079,24
24,@BBC,Mon Mar 19 09:32:02 +0000 2018,"'Who wants a normal life?' We should all be a little more like @chessmartinez. ?? #LiveAtTheApollo

https://t.co/VddL8zWJfS",0.3642,0.152,0.848,0.0,25
25,@BBC,Mon Mar 19 09:27:50 +0000 2018,"RT @BBCWthrWatchers: Some incredible photos sent in last night of the #Auroraborealis from Skye Woody, Cumbrian stargazer and DJStewie.  Di…",0.0,0.0,1.0,0.0,26
26,@BBC,Mon Mar 19 08:45:02 +0000 2018,Beautiful spring blossom in south-west China has been captured by drone https://t.co/WTo7JjiKXw,0.5994,0.262,0.738,0.0,27
27,@BBC,Mon Mar 19 08:02:00 +0000 2018,"? Should we still be worried about the hole in the ozone layer?

? @SimonOKing and @clarenasir investigate in their… https://t.co/SZV3Df9y0t",-0.296,0.0,0.891,0.109,28
28,@BBC,Sun Mar 18 20:30:11 +0000 2018,"?? @LesDennis, @SimplySusannah, @Tameka_Empson and Miles Jupp embark on a muscle-grinding mission to regain their f… https://t.co/B1rXaalmk2",0.0,0.0,1.0,0.0,29
29,@BBC,Sun Mar 18 20:03:04 +0000 2018,?? Fans of K-Pop boyband member @IBGDRGN have been asked to stop sending fan mail to the army base where he's doing… https://t.co/ojtDZ3gMfb,0.0258,0.09,0.824,0.086,30
30,@BBC,Sun Mar 18 19:33:04 +0000 2018,"Saoirse Ronan stars as Eilis, a young girl who jumps at the chance of a better life when she emigrates to New York.… https://t.co/NtHAfh6cjZ",0.5994,0.197,0.803,0.0,31
31,@BBC,Sun Mar 18 18:44:02 +0000 2018,"Ruth Ellis was only 28 when she became the last woman hanged to death in the UK. 

#TheRuthEllisFiles | Watch on… https://t.co/5kUIFtom7t",-0.5994,0.0,0.837,0.163,32
32,@BBC,Sun Mar 18 18:34:14 +0000 2018,"RT @BBC_TopGear: 840bhp goes a little like this…

@Matt_LeBlanc takes the Dodge Challenger SRT #Demon to the drag strip in this Sunday’s @T…",0.204,0.151,0.772,0.077,33
33,@BBC,Sun Mar 18 17:18:12 +0000 2018,"RT @bbcthree: Be honest, do you think you'll be this fit at 81? https://t.co/Eca0uGCF6b",0.7331,0.34,0.66,0.0,34
34,@BBC,Sun Mar 18 17:04:03 +0000 2018,"?? How much food do you throw away? If you're a typical Brit, you probably think it's hardly any.

You're in denial… https://t.co/0bSCbRrZJr",0.0,0.0,1.0,0.0,35
35,@BBC,Sun Mar 18 16:33:17 +0000 2018,"????Zun Lee wants his photography to give a balanced and nuanced portrayal of black fatherhood.

?… https://t.co/LodRrr27fd",0.0,0.0,1.0,0.0,36
36,@BBC,Sun Mar 18 15:41:04 +0000 2018,"? A doctor explains why you can get pregnant and give birth without having a baby bump. 
? https://t.co/nVrSpQoTOT https://t.co/iEEOjZdBKL",0.0,0.0,1.0,0.0,37
37,@BBC,Sun Mar 18 14:33:07 +0000 2018,RT @BBCEngland: A number of runners have held their own half-marathon in Reading after the official event was called off due to the snowy w…,0.0772,0.053,0.947,0.0,38
38,@BBC,Sun Mar 18 14:28:23 +0000 2018,RT @BBCSport: They’ve done it! Gold for GB’s Menna Fitzpatrick and Jen Kehoe in the visually impaired slalom at the Winter Paralympics. And…,0.0,0.0,1.0,0.0,39
39,@BBC,Sun Mar 18 14:18:01 +0000 2018,?? Why a rise in electric cars could also mean a hike in the cost of your next phone. https://t.co/6i5xFQgRIW,0.0,0.0,1.0,0.0,40
40,@BBC,Sun Mar 18 14:08:37 +0000 2018,RT @BBC6Music: ?? Which song has the greatest opening line?,0.6369,0.318,0.682,0.0,41
41,@BBC,Sun Mar 18 13:45:03 +0000 2018,?Pop music is awash with those that released one hit album and never followed it up. Here are 7 huge artists that o… https://t.co/4ukT9drcdG,0.3182,0.095,0.905,0.0,42
42,@BBC,Sun Mar 18 13:00:08 +0000 2018,"?? Would you eat a burger pie?  
#BackInTimeForTea https://t.co/zGWzJwdSlM",0.0,0.0,1.0,0.0,43
43,@BBC,Sun Mar 18 12:29:50 +0000 2018,RT @BBCOne: If food is the language of love... https://t.co/5hnYovE94o,0.0,0.0,1.0,0.0,44
44,@BBC,Sun Mar 18 11:43:04 +0000 2018,"Ever wondered why David Bowie wore an eye patch?

Strange things artists have worn on stage and the reasons why. 
?… https://t.co/8zSBXQkLvy",-0.4588,0.0,0.833,0.167,45
45,@BBC,Sun Mar 18 10:30:04 +0000 2018,"?? Want to learn how to bake bread?

These easy to follow recipes and step-by-step videos will have you baking ever… https://t.co/iXEmj5WJdD",0.4939,0.174,0.826,0.0,46
46,@BBC,Sun Mar 18 10:00:08 +0000 2018,"“I regret spending £50,000 on my wedding.” https://t.co/6PxJsDf9dn https://t.co/eJdx7KMmmK",-0.4215,0.0,0.741,0.259,47
47,@BBC,Sun Mar 18 09:30:03 +0000 2018,"How to be 20 on the inside, even when you’re 80 on the outside... https://t.co/KB2mqpkrIB",0.0,0.0,1.0,0.0,48
48,@BBC,Sun Mar 18 09:19:33 +0000 2018,"RT @BBCNews: Snow and ice are bringing disruption to many parts of the UK - but they're not stopping everyone from having fun ???

https://…",0.656,0.212,0.727,0.061,49
49,@BBC,Sun Mar 18 09:10:02 +0000 2018,"RT @bbc5live: The beast from the east is back ????

You've been in touch this morning with your #uksnow pics, here are just a few...

What'…",0.0,0.0,1.0,0.0,50
50,@BBC,Sat Mar 17 20:02:01 +0000 2018,"These seven celebrities are about to go on the journey of a lifetime... #Pilgrimage
https://t.co/m45UBXJew2",0.0,0.0,1.0,0.0,51
51,@BBC,Sat Mar 17 19:21:02 +0000 2018,Can we just take a moment to discuss Eddie Redmanyne's coats?https://t.co/odVkhWyRKs,0.0,0.0,1.0,0.0,52
52,@BBC,Sat Mar 17 18:32:01 +0000 2018,"Ouch! ??@GordonRamsay's daughter is hilarious... 
https://t.co/0dqwntX5uj",0.0,0.0,1.0,0.0,53
53,@BBC,Sat Mar 17 18:03:04 +0000 2018,"?1?2?3?Sir David Attenborough explores whether there is counting in the natural world. 

David Attenborough's Natur… https://t.co/Q4H4uXR4pt",0.3612,0.143,0.857,0.0,54
54,@BBC,Sat Mar 17 17:30:07 +0000 2018,One of the writers for The Simpsons has told @BBCNewsbeat Stephen Hawking was such a big fan of the show - he'd sho… https://t.co/Jjer3V4cYk,0.3182,0.099,0.901,0.0,55
55,@BBC,Sat Mar 17 17:00:08 +0000 2018,"?? 'The moment I gave Reese Witherspoon my Legally Blonde dissertation... and yes, it was scented.'
?… https://t.co/z8x5mqqKoW",0.4767,0.215,0.785,0.0,56
56,@BBC,Sat Mar 17 16:39:39 +0000 2018,RT @BBCWorld: Blossom in south-west China captured by drone https://t.co/gIDKUn1La6,0.0,0.0,1.0,0.0,57
57,@BBC,Sat Mar 17 15:03:12 +0000 2018,"This year, over 250 landmarks across the globe are going green for #StPatricksDay! ? https://t.co/TlWqU0TXQT https://t.co/i4sW4OaGrQ",0.0,0.0,1.0,0.0,58
58,@BBC,Sat Mar 17 14:43:43 +0000 2018,"RT @BBCRadio3: ""Even if we found a complete theory of the universe, it wouldn't remove the need for music"" - #StephenHawking
https://t.co/t…",0.0,0.0,1.0,0.0,59
59,@BBC,Sat Mar 17 14:00:30 +0000 2018,??? George has autism and other health conditions - but his love of skiing is helping him take on the outside world. https://t.co/kfCzRzkcNY,0.8625,0.301,0.699,0.0,60
60,@BBC,Sat Mar 17 13:46:15 +0000 2018,"RT @5liveSport: 'My mates didn't know I was playing @realmadrid'

@ManUtd's @carras16 tells @ColinMurray his friends keep him grounded…

'A…",0.3628,0.143,0.784,0.073,61
61,@BBC,Sat Mar 17 13:00:08 +0000 2018,"Yes, Gary Oldman and @BBCEastEnders' Big Mo are brother and sister. 

But do you know these other celeb family ties… https://t.co/dtzMwD3nBB",0.4019,0.119,0.881,0.0,62
62,@BBC,Sat Mar 17 12:39:41 +0000 2018,"RT @BBCOne: .@NiallOfficial won't let fame get to his head - Ireland won't allow it. 

Happy #StPatricksDay ? https://t.co/OrWR94HStF",-0.7244,0.0,0.664,0.336,63
63,@BBC,Sat Mar 17 12:00:09 +0000 2018,??? This shop encourages you to bring your own container from home to save on single-use plastic waste. https://t.co/TdHJSycKtO,0.5106,0.245,0.643,0.112,64
64,@BBC,Sat Mar 17 11:30:09 +0000 2018,?? ? Celebrate #StPatricksDay in true Irish style with these delicious recipes! ?https://t.co/2MCMlz6K0B https://t.co/k18P3Syx2N,0.8883,0.512,0.488,0.0,65
65,@BBC,Sat Mar 17 11:03:05 +0000 2018,From scrambled eggs to chilli-spiced crisps: here are six great ways to cook with kale. ??https://t.co/lqKD1h83Iv https://t.co/yWESBJm62q,0.6249,0.204,0.796,0.0,66
66,@BBC,Sat Mar 17 10:14:25 +0000 2018,RT @BBCTwo: Happy #StPatricksDay! Check out what's lurking beneath the calm waters of Ireland's west coast... ??? https://t.co/6MQgyLTlIr,0.6996,0.276,0.658,0.066,67
67,@BBC,Sat Mar 17 10:00:02 +0000 2018,"?? Did you know that bullfinches can learn to sing a tune by mimicking humans?

? Sound on for this one!  https://t.co/44OFulioZp",0.0,0.0,1.0,0.0,68
68,@BBC,Sat Mar 17 09:39:19 +0000 2018,"RT @BBCEngland: Stephen Hawking's PhD thesis has been viewed 250,000 times online since news of his death broke on Wednesday, the Universit…",-0.7717,0.0,0.749,0.251,69
69,@BBC,Sat Mar 17 09:00:06 +0000 2018,"Ready to get active?
? Here are 5 ways you can get involved in #SportRelief2018. 
? https://t.co/wmKUWBDBjp https://t.co/xr7g5Hw4PK",0.6369,0.286,0.714,0.0,70
70,@BBC,Fri Mar 16 19:38:34 +0000 2018,"RT @BBCR1: This guy just raised over a million pounds for @sportrelief ??

Congratulations on completing a truly mammoth task @gregjames, w…",0.7783,0.274,0.726,0.0,71
71,@BBC,Fri Mar 16 18:31:01 +0000 2018,???? Keepy-uppy the good work! https://t.co/lFtKEBxjNJ,0.4926,0.39,0.61,0.0,72
72,@BBC,Fri Mar 16 17:00:25 +0000 2018,??? Bradley has never let Asperger's hold him back from doing what he loves. https://t.co/5JFvIXeDSZ,0.5719,0.209,0.791,0.0,73
73,@BBC,Fri Mar 16 16:30:01 +0000 2018,"Running for the door on a Friday afternoon like...
#FridayFeeling https://t.co/optoQcK1TV",0.0,0.0,1.0,0.0,74
74,@BBC,Fri Mar 16 16:00:00 +0000 2018,??Jarvis Cocker describes the dream-like experience of visiting La Monte Young's Dreamhouse.… https://t.co/O9u7sPRL5m,0.0,0.0,1.0,0.0,75
75,@BBC,Fri Mar 16 14:25:15 +0000 2018,"RT @BBCR1: The gruelling task of climbing Ben Nevis in underway for @gregjames after cycling 180 miles in a day and a half!

Don't know abo…",0.0,0.0,1.0,0.0,76
76,@BBC,Fri Mar 16 14:00:13 +0000 2018,Prepare to get that warm fuzzy feeling - the man who photobombed his wife 11 years before he met her:… https://t.co/iZBJ8dEKhz,0.34,0.159,0.841,0.0,77
77,@BBC,Fri Mar 16 12:59:01 +0000 2018,?? Why are soap bubbles such gorgeous colours? https://t.co/ppaXTcvWRZ,0.6124,0.333,0.667,0.0,78
78,@BBC,Fri Mar 16 12:38:40 +0000 2018,"RT @BBCNewsPR: Get ready to make the headlines. 

Try out our new BBC iReporter game, putting you in the heart of the newsroom #BBCSchoolRe…",0.3612,0.098,0.902,0.0,79
79,@BBC,Fri Mar 16 12:00:04 +0000 2018,"? Fights, funerals, and giant furry heads... @BBCThree lifts the lid on the lives of English football's mascots
?… https://t.co/gEYxoetlah",-0.6486,0.0,0.762,0.238,80
80,@BBC,Fri Mar 16 10:45:24 +0000 2018,"RT @BBCRadio2: It's with a heavy heart that today we announce, after 18 fantastic years, @realLynnBowles is leaving Radio 2. ?

@realkenbru…",0.5574,0.159,0.841,0.0,81
81,@BBC,Fri Mar 16 10:02:00 +0000 2018,Are you getting enough sleep? This simple test will tell you... ??#WorldSleepDay https://t.co/SP28dsdLSf,0.0,0.0,1.0,0.0,82
82,@BBC,Fri Mar 16 09:35:56 +0000 2018,"RT @bbcthree: the dancing in taylor swift's new video seems pretty familiar 

CC @ChrisLilley https://t.co/MfA9usnqSb",0.4939,0.186,0.814,0.0,83
83,@BBC,Fri Mar 16 09:35:50 +0000 2018,"RT @BBCEngland: Oscar-winning British short film The Silent Child is to be shown on BBC One on Good Friday, giving UK viewers the first cha…",0.6486,0.187,0.813,0.0,84
84,@BBC,Fri Mar 16 09:35:47 +0000 2018,RT @BBCScotlandNews: Meet Chloe - the five-year-old girl changing perceptions of Down's syndrome https://t.co/UNylRgDoY0 https://t.co/4ZjpI…,0.0,0.0,1.0,0.0,85
85,@BBC,Fri Mar 16 09:35:43 +0000 2018,"RT @BBCWales: ? Daffodils dance in the spring sunshine above Tenby harbour

? #Photooftheday » https://t.co/kNBVDzoYrZ https://t.co/OEQQWR7…",0.4939,0.198,0.802,0.0,86
86,@BBC,Fri Mar 16 09:00:03 +0000 2018,"? After having his leg amputated, @MarkSmithBB is now training to become the world's strongest disabled man. https://t.co/BXlGp09hya",0.4404,0.153,0.847,0.0,87
87,@BBC,Fri Mar 16 08:30:05 +0000 2018,"???
Take a look at some of the strangest, scariest and most wonderful plants on the planet, and find out what makes… https://t.co/AMFIAuRcxW",0.6115,0.16,0.84,0.0,88
88,@BBC,Fri Mar 16 08:00:08 +0000 2018,??? Brace yourselves... a Chinese space station could be about to crash into earth. https://t.co/cPFxyUhRsq,-0.4019,0.0,0.828,0.172,89
89,@BBC,Thu Mar 15 21:58:00 +0000 2018,Why were Ansel Adams photographs of America so important? #Civilisations https://t.co/8krOMxDz9C,0.3327,0.191,0.809,0.0,90
90,@BBC,Thu Mar 15 21:04:00 +0000 2018,"At a time in China when artists were persecuted, this painter secretly created beautiful landscapes. #Civilisations https://t.co/ApGgOkXX2w",0.5574,0.278,0.613,0.108,91
91,@BBC,Thu Mar 15 19:30:04 +0000 2018,70% of children growing up in poverty in Scotland have a parent who is in work. https://t.co/NPY8FbCaf4,-0.3818,0.089,0.737,0.174,92
92,@BBC,Thu Mar 15 18:30:06 +0000 2018,"No time in the mornings? 
?? Pop these in the fridge the night before to feed the family breakfast almost instantly… https://t.co/FtuewpoBva",-0.296,0.0,0.905,0.095,93
93,@BBC,Thu Mar 15 17:30:05 +0000 2018,??? Meet the amazing 84-year-old who’s never had an art lesson but painted a life-size replica of a Canaletto maste… https://t.co/X39YxKuxKe,0.34,0.118,0.882,0.0,94
94,@BBC,Thu Mar 15 13:52:24 +0000 2018,RT @BBCR1: .@CHVRCHES covering @The1975's 'Somebody Else' in the Live Lounge is so stunning ? https://t.co/djNHaPKlLi,0.5214,0.194,0.806,0.0,95
95,@BBC,Thu Mar 15 13:00:05 +0000 2018,"Tiny cookery. It's like regular cookery, but smaller. https://t.co/9Q0R2CiUVi",0.1901,0.179,0.821,0.0,96
96,@BBC,Thu Mar 15 12:00:16 +0000 2018,"?? Stars of the silver screen all at sea. 
?? https://t.co/YJ7PzhblOE https://t.co/PnHxJNmeok",0.0,0.0,1.0,0.0,97
97,@BBC,Thu Mar 15 10:45:00 +0000 2018,"BBC Economics Editor @bbckamal travels back to his old school to talk about real news, and it’s opposite, fake news… https://t.co/CAKG8AbVn8",-0.4767,0.0,0.866,0.134,98
98,@BBC,Thu Mar 15 10:26:48 +0000 2018,RT @BBCr4today: Can you spot fake news? #BBCSchoolReport and John Humphrys are here to help... Play the game ? https://t.co/ulq1aviwP9 #r4t…,-0.1779,0.102,0.766,0.132,99
99,@BBC,Thu Mar 15 09:53:48 +0000 2018,"RT @BBCR1: The bike is back.
The lycra is BACK.

@GregJames' #Gregathlon for @SportRelief is back on the road to Ben Nevis! Today's challen…",0.0,0.0,1.0,0.0,100
100,@CBS,Mon Mar 19 21:02:26 +0000 2018,"RT @YandR_CBS: Forever evolving, Forever inspiring, Forever Young and Restless. ?? Get ready to celebrate 45 years of #YR starting in just…",0.7845,0.309,0.619,0.072,1
101,@CBS,Sun Mar 18 23:44:30 +0000 2018,New start times in East/Central Time Zones: #60Minutes 7:37ET/6:37CT #Instinct series premiere 8:37ET/7:37CT… https://t.co/xT3YKqmu2M,0.0,0.0,1.0,0.0,2
102,@CBS,Sun Mar 18 18:05:43 +0000 2018,Spend your Sunday streaming Second Round games LIVE with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/zbWfirD9Ju,0.6514,0.213,0.787,0.0,3
103,@CBS,Sun Mar 18 17:09:53 +0000 2018,"RT @instinctcbs: TONIGHT, Dr. Dylan Reinhart rewrites the book on abnormal behavior. Don't miss the premiere of #Instinct at 8/7c! https://…",0.1867,0.08,0.92,0.0,4
104,@CBS,Sat Mar 17 19:00:02 +0000 2018,"If any duo knows how to rock the stage, it's @FLAGALine. The Vocal Duo Of The Year nominee will perform live at the… https://t.co/FknabB8NQp",0.0,0.0,1.0,0.0,5
105,@CBS,Sat Mar 17 17:42:43 +0000 2018,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog,0.6166,0.161,0.839,0.0,6
106,@CBS,Sat Mar 17 14:00:03 +0000 2018,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL,0.7096,0.247,0.753,0.0,7
107,@CBS,Fri Mar 16 22:53:21 +0000 2018,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i,0.296,0.104,0.896,0.0,8
108,@CBS,Fri Mar 16 18:15:53 +0000 2018,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…",0.0,0.0,1.0,0.0,9
109,@CBS,Fri Mar 16 16:28:40 +0000 2018,The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access:… https://t.co/YTGsJ48zYP,0.6514,0.178,0.822,0.0,10
110,@CBS,Thu Mar 15 17:54:06 +0000 2018,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions ???? https://t.co/ie1…",0.7088,0.237,0.763,0.0,11
111,@CBS,Thu Mar 15 17:20:26 +0000 2018,RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…,-0.4939,0.077,0.766,0.157,12
112,@CBS,Thu Mar 15 16:42:41 +0000 2018,Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb,0.6514,0.194,0.806,0.0,13
113,@CBS,Thu Mar 15 14:32:16 +0000 2018,RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR,0.6115,0.266,0.734,0.0,14
114,@CBS,Wed Mar 14 19:30:01 +0000 2018,"Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vo… https://t.co/IVhwURfJ3S",0.6696,0.219,0.781,0.0,15
115,@CBS,Tue Mar 13 18:48:52 +0000 2018,"RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…",0.3612,0.143,0.857,0.0,16
116,@CBS,Tue Mar 13 14:15:10 +0000 2018,"Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs… https://t.co/UzxARCCLnI",0.539,0.179,0.821,0.0,17
117,@CBS,Mon Mar 12 18:13:28 +0000 2018,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is ???! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…,0.2244,0.083,0.917,0.0,18
118,@CBS,Mon Mar 12 01:20:43 +0000 2018,"RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…",0.0,0.0,1.0,0.0,19
119,@CBS,Fri Mar 09 22:48:26 +0000 2018,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…,0.4926,0.117,0.883,0.0,20
120,@CBS,Fri Mar 09 22:24:20 +0000 2018,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…",0.1275,0.113,0.795,0.092,21
121,@CBS,Fri Mar 09 21:10:21 +0000 2018,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N",0.4215,0.177,0.823,0.0,22
122,@CBS,Fri Mar 09 18:27:28 +0000 2018,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…",0.8658,0.447,0.553,0.0,23
123,@CBS,Fri Mar 09 16:02:27 +0000 2018,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW,0.0,0.0,1.0,0.0,24
124,@CBS,Thu Mar 08 18:00:49 +0000 2018,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT,0.8625,0.336,0.664,0.0,25
125,@CBS,Thu Mar 08 17:03:04 +0000 2018,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy,0.4926,0.132,0.868,0.0,26
126,@CBS,Wed Mar 07 18:39:10 +0000 2018,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. ? Here's what critics are saying about #TheGoodF…",-0.2023,0.15,0.619,0.23,27
127,@CBS,Wed Mar 07 17:06:02 +0000 2018,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4",0.0,0.0,1.0,0.0,28
128,@CBS,Tue Mar 06 18:10:59 +0000 2018,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",0.6705,0.244,0.756,0.0,29
129,@CBS,Mon Mar 05 22:16:43 +0000 2018,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",0.3818,0.167,0.833,0.0,30
130,@CBS,Sun Mar 04 08:05:26 +0000 2018,"RT @thegoodfight: It feels good to be back. ??? The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",0.4404,0.116,0.884,0.0,31
